anime_id,title,anime_url,views,type,rating_avg
28636,"Первородный грех Такопи: Спасибо, увидимся завтра",pervorodnyy-greh-takopi-spasibo-uvidimsya-zavtra,378,Полнометражный фильм,0.00
28630,Чжун Куй,chzhun-kuy,136,Полнометражный фильм,0.00
28619,Аватар: Семь Гаваней,avatar-sem-gavaney,1 406,ONA,0.00
28618,Легенда о Вокс Макине 4,legenda-voks-makine-4,1 726,Сериал,0.00
28617,"Добро пожаловать, Скуби-Ду!",dobro-pozhalovat-skubi-du,722,ONA,0.00
28601,Волшебник ледяного клинка правит миром 2,volshebnik-ledyanogo-klinka-pravit-mirom-2,2 313,Сериал,0.00
28595,Странный доктор из Королевства лунного цветка,strannyy-doktor-iz-korolevstva-lunnogo-cvetka,989,Сериал,0.00
28594,Бедняжка! Театр,bednyazhka-teatr,189,Сериал,0.00
28558,Ты хочешь быть тануки?,ty-hochesh-byt-tanuki,1 044,Сериал,0.00
28502,Гигант,gigant,7 459,Полнометражный фильм,0.00
28456,Мобильный воин Гандам: Поколение ноль,mobilnyy-voin-gandam-pokolenie-nol,1 287,Полнометражный фильм,0.00
28390,Трансформеры: Дикий король W,transformers-wild-king-w,4 571,ONA,0.00
28389,Возмездие раненой святой 2,kizu-darake-seijo-yori-houfuku-wo-komete-season-2,3 649,Малометражный сериал,0.00
28388,Бронированные воины Вотомы: Серая ведьма,bronirovannye-voiny-votomy-seraya-vedma,4 300,Полнометражный фильм,0.00
28367,"Титры заканчиваются там, где море",titry-zakanchivayutsya-tam-gde-more,2 514,Полнометражный фильм,0.00
28316,Канал Блэка,kanal-bleka,1 745,Сериал,0.00
28305,Моя геройская академия: Я тоже герой,moya-geroyskaya-akademiya-ya-tozhe-geroy,14 420,Не важно,0.00
28249,Могучие орботы,moguchie-orboty,1 470,Сериал,5.57
28203,Один на один: Леди не играют в файтинги,ledi-ne-igrayut-faytingi,3 064,Сериал,0.00
28197,Магическая битва: Модуль PV,magicheskaya-bitva-modul-pv,50 450,Спешл,8.53
28186,Пять невест OVA,5-toubun-no-hanayome-ova,6 473,OVA,0.00
28185,"Пять невест: Весна, лето, осень, зима",pyat-nevest-vesna-leto-osen-zima,7 614,Сериал,0.00
28159,Сильнейшая ведьма в мире стартовала,silneyshaya-vedma-v-mire-startovala,10 618,Сериал,0.00
28113,Иные стремления Чжи Тана,inie-stremleniya-chzhi-tana,3 409,ONA,5.86
28112,"Дурни, тесты, аватары: Мини-аниме",durni-testi-avatari-mini-anime,2 848,Спешл,6.92
28111,На северо-северо-запад вслед за облаками,na-severo-severo-zapad-vsled-za-oblakami,2 678,Сериал,0.00
28080,Ненасытный Берсерк 2,nenasytnyy-berserk-2,32 091,Сериал,0.00
28079,Кагурабати,kagurabati,50 365,Сериал,0.00
28053,Импульс мира (reboot),impuls-mira-reboot,10 506,Не важно,0.00
28037,Тануки и лис,tanuki-i-lis,1 956,Сериал,0.00
28021,"Звучи, эуфониум! Финал | Часть 2",saishuu-gakushou-hibike-euphonium-kouhen,3 027,Полнометражный фильм,0.00
27995,The Ribbon Hero,the-ribbon-hero,6 100,ONA,0.00
27989,Очкарик-янки,ochkarik-yanki,7 340,Сериал,0.00
27968,Дневник сорокалетнего мудреца в другом мире,dnevnik-sorokaletnego-mudreca-v-drugom-mire,13 579,Сериал,0.00
27967,Записи о книгах в старом книжном магазине,biblia-koshodou-no-jiken-techou,4 416,Сериал,0.00
27961,Бессмертное путешествие к долголетию,changsheng-xianyou,4 944,ONA,0.00
27960,Верховный господствующий меч,yi-jian-du-zun,4 085,ONA,0.00
27959,Непревзойдённый под небесами: Дрейфующий ледяной город,tianxia-wushuang-fubing-cheng-pian,5 916,ONA,0.00
27958,Не называйте меня дьяволом,bie-jiao-wo-emo,4 544,ONA,0.00
27947,Глупая игра богов,zhu-shen-yu-xi,4 403,ONA,0.00
27931,За пределом божественного царства 2,shenguo-zhi-shang-2nd-season,3 186,ONA,0.00
27930,Сюнмао Ли,li-xiongmao,3 269,ONA,0.00
27929,Затерянный город странных зверей,yi-shou-mi-cheng,3 703,ONA,0.00
27923,Я не бог театра,ya-ne-bog-dramy,1 830,ONA,0.00
27912,Расцвет молодости: Наша весна,rascvet-molodosti-nasha-vesna,12 612,Сериал,6.83
27901,Ария по прозвищу Алая Пуля (Shinsaku Short Anime),ariya-po-prozvishchu-alaya-pulya-shinsaku-short-anime,7 471,Не важно,0.00
27900,Рандеву с жизнью F: Последнее свидание,randevu-zhiznyu-poslednee-svidanie,11 305,Не важно,0.00
27894,Сирануи,shiranuhi,2 478,Полнометражный фильм,0.00
27888,Легенда об Аанге: Последний маг воздуха,legenda-ob-aange-posledniy-mag-vozduha,104 003,Полнометражный фильм,8.61
27877,Сиротан,sirotan,1 499,Сериал,0.00
27856,"Перо, наручники и гражданский брак",pero-naruchniki-i-grazhdanskiy-brak,4 771,Сериал,0.00
27850,Извивающийся дракон,izvivayuschiysya-drakon,26 778,ONA,8.00
27834,Кибер-Формула ГПИкс нового времени,kiber-formula-gpiks-novogo-vremeni,2 563,Сериал,5.17
27813,Ведьма и наёмник,vedma-i-naemnik,11 694,Сериал,0.00
27767,Предложение короля,predlozhenie-korolya,6 553,Не важно,0.00
27741,Карточные бои Авангарда: Святая Зет — Сражение за звёздную судьбу,cardfight-vanguard-divinez-unmei-seisen-hen,1 628,Полнометражный фильм,0.00
27715,Лабиринт Грисайи: Спецвыпуск,labirint-grisayi-specvypusk,11 890,Спешл,7.22
27709,Раковина фантастических видений,rakovina-fantasticheskih-videniy,3 984,OVA,6.40
27708,Фрагменты Фантасмагории,fragmenty-fantasmagorii,2 309,OVA,3.25
27662,Мобильный воин Гандам: Восьмой взвод МС — Битва в трёх измерениях,mobilnyy-voin-gandam-vosmoy-vzvod-ms-bitva-v-treh-izmereniyah,4 553,Спешл,8.29
27656,Звуки небес — Спешл,zvuki-nebes-speshl,7 068,Спешл,7.50
27630,Повелитель тьмы: Другая история мира 3,povelitel-tmy-drugaya-istoriya-mira-magiya-podchineniya-3,45 551,Сериал,0.00
27604,Стич! 3,stich-3,5 968,Сериал,8.00
27593,Хорошенькое лекарство: Звёздный детектив — Фильм,horoshenkoe-lekarstvo-zvezdnyy-detektiv-film,2 549,Полнометражный фильм,0.00
27577,Стич! 2,stich-2,8 533,Сериал,6.67
27553,Саюки: Затвор,sayuki-zatvor,4 171,Сериал,7.80
27528,Девушки и танки: Операция «Больше любви!» — Спецвыпуски,devushki-tanki-operatsiya-bolshe-lyubvi-spetsvipuski,9 414,Спешл,6.29
27519,Басня 2,basnya-2,27 411,Сериал,0.00
27514,Золотое божество: Неуправляемый поезд,zolotoe-bozhestvo-neupravlyaemiy-poezd,13 708,Не важно,0.00
27513,Подставную дворянку спасла любовь безжалостного ледяного принца,migawari-reijou-wo-sukutta-no-wa-reikoku-mujihi-na-koori-no-ouji-no-ai-deshita,9 143,Сериал,0.00
27512,Меч и жезл Вистории — Рекап,mech-i-zhezl-vistorii-rekap,57 246,Спешл,7.49
27495,Канал А: Спецвыпуск,pervyy-kanal-ova-2,2 851,Спешл,5.83
27490,Живая любовь! Клуб школьных идолов женской академии Хасуносора,love-live-hasunosora-jogakuin-school-idol-club,2 010,Сериал,0.00
27489,Дух битвы [Перезапуск]: Небеса изолированного мира,battle-spirits-re-zekkai-no-kuu,7 337,Сериал,0.00
27484,Осуждённая злодейка возвращается в прошлое и стремится стать величайшей злодейкой,osuzhdennaya-zlodeyka-vozvrashchaetsya-proshloe-stremitsya-stat-velichayshey-zlodeykoy,11 296,Не важно,0.00
27459,Тёмный демон: Водопад Кэгон в Никко,temnyy-demon-vodopad-kegon-v-nikko,15 568,Сериал,0.00
27454,Сказочные мстители: Тиби,douwa-revenger-petit,4 058,ONA,0.00
27449,Путь Баки. Часть 2,put-baki-chast-2,28 211,ONA,0.00
27448,Ты и я — полные противоположности 2,ty-i-ya-polnye-protivopolozhnosti-2,17 166,Сериал,0.00
27447,Re:Zero. Перерыв с нуля 4,re-zero-pereryv-s-nulya-4,48 310,Спешл,7.25
27438,Пунируны 4,puniruny-4,1 444,Малометражный сериал,0.00
27437,Мастера Меча Онлайн: Безответная бабочка,mastera-mecha-onlayn-bezotvetnaya-babochka,31 106,Полнометражный фильм,0.00
27428,"Я получил читерские способности в другом мире и стал экстраординарным в реальном мире: История о том, как повышение уровня изменило мою жизнь 2",ya-poluchil-chiterskie-sposobnosti-v-drugom-mire-i-stal-ekstraordinarnym-v-realnom-mire-istoriya-o-tom-kak-povyshenie-urovnya-i,93 447,Сериал,0.00
27427,Приговорённый быть героем: Тюремные записи 9004 штрафного отряда героев 2,prigovorennyy-byt-geroem-tyuremnye-zapisi-devyat-tysyach-chetvertogo-shtrafnogo-otryada-geroev-2,45 226,Сериал,0.00
27426,Смертельная игра ради еды на столе. 44: Облачный пляж,shibou-yuugi-de-meshi-wo-kuu-44-cloudy-beach,12 528,Полнометражный фильм,0.00
27421,Адский уровень: Хардкорный геймер на самой высокой сложности в другом мире 2,adskiy-rezhim-geymer-kotoryy-lyubit-spidran-stanovitsya-bespodobnym-v-parallelnom-mire-s-ustarevshimi-nastroykami-2,82 818,Сериал,0.00
27416,Провожающая в последний путь Фрирен: Золотая земля,provozhayuschaya-v-posledniy-put-friren-zolotaya-zemlya,53 397,Сериал,0.00
27411,Маска вермильона | Часть 2,maska-vermilona-chast-2,6 568,Сериал,0.00
27410,MF Призрак: Финал,mf-prizrak-final,21 407,Сериал,0.00
27397,Пыль Мёбиуса,pyl-mebiusa,5 219,Сериал,0.00
27396,Ранма 1/2 (2024) 3,ranma-1-2-2024-3,6 830,Сериал,0.00
27387,Играя роль старшей сестры,igraya-rol-starshey-sestry,7 712,ONA,5.35
27382,Звёздное дитя 4,rebenok-idola-final,58 115,Сериал,0.00
27361,Полуночный мотив сердца 2,polunochnyy-motiv-serdca-2,19 474,Сериал,0.00
27360,Боги и духи 3 | Часть 2,bogi-i-duhi-3-chast-2,4 909,ONA,0.00
27359,Рисовые богини,risovye-bogini,10 446,Сериал,5.50
27346,Клинок королевы — Спешл,klinok-korolevy-ova-2,16 219,Спешл,6.44
27342,"Я очнулся будучи пилотом сильнейшего космического корабля, а потому решил стать межгалактическим наёмником",ya-ochnulsya-buduchi-pilotom-silneyshego-kosmicheskogo-korablya-a-potomu-reshil-stat-mezhgalakticheskim-naemnikom,22 860,Сериал,0.00
27332,Герб демонов,gerb-demonov,5 791,Сериал,0.00
27319,Полиция будущего: EZY,policiya-buduschego-ezy,7 867,Полнометражный фильм,0.00
27314,Для тебя во всём цвету 2,dlya-tebya-vo-vsem-cvetu-2,10 806,Сериал,0.00
27313,Мастера на все руки выгнали из отряда героев 2,mastera-na-vse-ruki-vygnali-iz-otryada-geroev-2,65 599,Сериал,0.00
27312,Маленькое лекарство: Феи хорошенького лекарства 3,petitcure-precure-fairies-season-3,3 026,ONA,3.67
27287,Ведьмы Маэбаси — Фильм,maebashi-witches-movie,2 079,Полнометражный фильм,0.00
27286,Детектив ягодички 10,oshiri-tantei-10th-season,7 922,Сериал,2.36
27269,Вершина силы,vertex-force,14 772,Сериал,0.00
27268,"Маг поддержки на побегушках ещё не осознал, что он сильнейший",zatsuyou-fuyo-jutsushi-ga-jibun-no-saikyou-ni-kizuku-made,24 987,Сериал,0.00
27241,Киборг 009: Возмездие,kiborg-009-vozmezdie,5 692,ONA,0.00
27234,"Не слишком ли ты сладкая, Бог соли Сато?",ne-slishkom-li-ty-sladkaya-bog-soli-sato,13 427,Сериал,0.00
27233,Издалека,izdaleka,3 313,Сериал,0.00
27228,Отверженная святая и её гастрономическое путешествие в другом мире,suterare-seijo-no-isekai-gohan-tabi-kakure-skill-de-camping-car-wo-shoukan-shimashita,15 823,Сериал,0.00
27223,Кресло-танк,kreslo-tank,9 041,Сериал,0.00
27200,Хираясуми,hirayasumi,3 897,Сериал,0.00
27173,Специальный памятный показ к тридцатилетию «Евангелиона»,specialnyy-pamyatnyy-pokaz-k-tridcatiletiyu-evangeliona,20 250,Спешл,8.74
27160,Опасность в моём сердце 3,opasnost-v-moem-serdce-3,21 562,Сериал,0.00
27147,Реинкарнация и растроение личности,reinkarnaciya-i-rastroenie-lichnosti,20 047,Сериал,0.00
27140,Душа внутри злодейской дочери,dusha-vnutri-zlodeyskoy-docheri,25 014,Сериал,0.00
27125,Эф — история мелодий. Пролог,ef-istoriya-melodiy-prolog,3 285,Спешл,6.40
27124,Эф — история воспоминаний. Пролог,ef-istoriya-vospominaniy-prolog,4 150,Спешл,8.30
27119,Формула жизни: Формула умиления,formula-zhizni-formula-umileniya,3 140,Спешл,7.71
27106,Джанкет банк,dzhanket-bank,5 732,Сериал,0.00
27105,"Я перевоплотился в гоблина, вопросы есть?",ya-perevoplotilsya-v-goblina-voprosy-est,13 869,Сериал,0.00
27100,Mofusand,mofusand,5 748,ONA,8.20
27099,Реинкарнация в игровом мире «Жизнь в подземелье»: Геймер проходит «Руководство по трудоустройству в подземельях» с самого начала,game-sekai-tensei-dankatsu-gamer-wa-dungeon-shuukatsu-no-susume-wo-hajime-kara-play-suru,11 705,Сериал,0.00
27086,Из Джей в Эм,j,4 326,Сериал,0.00
27073,Волшебные сёстры Лулутто Лилли | Часть 2,volshebnye-sestry-lulutto-lilli-chast-2,2 605,Сериал,0.00
27020,Планозавр: Клуб заядлых палеонтологов,planosaurus-gachi-koseibutsu-bu,4 282,Малометражный сериал,0.00
27019,Благословение,blagoslovenie,5 542,Сериал,0.00
27014,"История о том, как Сомэя из моего семинара оказалась порноактрисой",istoriya-o-tom-kak-someya-iz-moego-seminara-okazalas-pornoaktrisoy,53 935,Малометражный сериал,0.00
27009,Повелитель тайн: Безликий,povelitel-tayn-bezlikiy,18 361,ONA,0.00
27002,Изобрази отвращение и покажи мне свои трусики: Возвращение,izobrazi-otvraschenie-i-pokazhi-mne-svoi-trusiki-vozvraschenie,99 262,ONA,8.12
26995,Няруко! Помни мою любовь. Эпизод 12,nyaruko-pomni-moyu-lyubov-spetsvipusk,3 429,Спешл,7.27
26986,Окутывая небеса: Сражение против Тэн Вана с медным гробом,zhe-tian-movie-bei-guan-zhan-wang-teng,15 052,ONA,7.07
26981,Ненаглядная дочь костяного дракона,nenaglyadnaya-doch-kostyanogo-drakona,9 422,Сериал,0.00
26980,Грибок и железо,gribok-i-zhelezo,8 548,Сериал,0.00
26971,Лазурное наследие: Предыстория — Префектура Дуннин летом,cang-yuan-tu-qianzhuan-dongning-fu-de-xiatian,13 143,ONA,7.92
26926,Син-тян: Жутко-странно! Мои каникулы с ёкаями,crayon-shin-chan-movie-34-kikikaikai-ora-no-youkai-bake-shon,3 356,Полнометражный фильм,0.00
26901,"Книги, купленные за счёт налогов",knigi-kuplennye-za-schet-nalogov,8 342,Сериал,0.00
26892,Одуванчик,oduvanchik,26 518,ONA,7.78
26891,"Пожалуйста, Айпри",onegai-aipri,4 368,Сериал,4.00
26842,"Ботан Камиина, пьяная внешность — цветок лилии",botan-kamiina-pyanaya-vneshnost-tsvetok-lilii,61 656,Сериал,7.14
26841,"Следующий герцог, который скажет: «Я не хочу любить тебя», будет любить тебя по какой-то причине",kimi-wo-aisuru-ki-wa-nai-to-itta-jiki-koushaku-sama-ga-nazeka-dekiai-shitekimasu,14 201,Сериал,0.00
26832,Жизнь ведьмы Розе на Садо,mahoutsukai-rose-no-sado-life,4 764,Сериал,0.00
26791,Genshin Impact: Баллада о лунной ночи,genshin-impact-ballada-lunnoy-nochi,39 825,Спешл,5.33
26774,Необыкновенный неудачник — Дневник переродившегося колдуна S-ранга,neobyknovennyy-neudachnik-dnevnik-pererodivshegosya-kolduna-s-ranga,96 452,Сериал,0.00
26733,Ну не может моя сестрёнка быть такой милой: Анимированный комментарий,nu-ne-mozhet-moya-sestrenka-bit-takoy-miloy-animirovanniy-kommentariy,6 759,Спешл,6.75
26716,Воин Мегамен.EXE,voin-megamen-exe,4 566,Сериал,5.40
26683,Красная река,krasnaya-reka,9 203,Сериал,0.00
26666,Бессмертный культиватор против суперспособностей,bessmertnyy-kultivator-protiv-supersposobnostey,54 521,ONA,6.05
26657,"Я перевоплотилась в пухлую злодейку, и по какой-то причине мной оказался одержим последний босс-принц",ya-perevoplotilas-v-puhluyu-zlodeyku-i-po-kakoy-to-prichine-mnoy-okazalsya-oderzhim-posledniy-boss-princ,41 973,Сериал,0.00
26648,Дождь из слёз и серенада,dozhd-iz-slez-i-serenada,4 721,Сериал,0.00
26643,Обитель демонов,hyakki-yakoushou,17 822,Сериал,3.31
26558,Драконий жемчуг: Супер — Бирус,drakoniy-zhemchug-super-birus,18 494,Сериал,0.00
26553,"Может, я встречу тебя в подземелье? 6",mozhet-ya-vstrechu-tebya-v-podzemele-6,47 738,Сериал,0.00
26548,Похитители под прикрытием,dao-yao-xing,26 139,ONA,6.29
26535,Регрессия великого мудреца Риддла,daikenja-riddle-no-jikan-gyakkou,266 188,Малометражный сериал,2.22
26534,Xiong Chumo: Niannian You Xiong,xiong-chumo-niannian-you-xiong,7 208,Полнометражный фильм,4.12
26525,"Изгнанный читер-чародей наслаждается беззаботной второй жизнью: Я могу накладывать «очки усиления» не только на оружие, но и на что угодно, в любой момент отменяя эффект по собственной воле, а с теми, кто остался, всё нормально?",tsuihou-sareta-cheat-fuyo-majutsushi-wa-kimama-na-second-life-wo-ouka-suru-ore-wa-buki-dake-ja-naku-arayuru-mono-ni-kyouka-poin,37 467,Сериал,0.00
26520,Принципы философии вечного дурака Эшли,yuukyuu-no-gusha-asley-no-kenja-no-susume,4 967,Сериал,0.00
26517,Ван-Пис: Героини,van-pis-geroini,14 942,Сериал,0.00
26514,"Тебе, находящейся дальше, чем кто-либо",doko-yori-mo-tooi-basho-ni-iru-kimi-e,10 349,Полнометражный фильм,0.00
26493,"Добро пожаловать в ад, Ирума-кун! Эпизод «Мафия»",dobro-pozhalovat-v-ad-iruma-epizod-mafiya,23 271,Сериал,0.00
26492,Тройной шторм,troynoy-shtorm,2 339,Сериал,0.00
26483,Дракон девяти небес,long-po-jiutian,29 028,ONA,4.71
26474,Хорошее лекарство,liangyao,3 760,ONA,0.00
26469,Карта Фукуфуку,fukufuku-no-chizu,3 156,ONA,6.40
26452,"Я ведьма, которую возлюбленный попросил создать любовное зелье",ya-vedma-kotoruyu-vozlyublennyy-poprosil-sozdat-lyubovnoe-zele,20 669,Сериал,0.00
26446,Бюро потустороннего 134,134-yi-wang-ju,7 373,ONA,0.00
26430,Продвинутая эволюция,prodvinutaya-evolyuciya,13 187,ONA,4.75
26429,Табакошка,tabakoshka,31 750,Сериал,0.00
26404,Сильнейший городской мастер,silneyshiy-gorodskoy-master,14 555,ONA,4.60
26391,Сезон перемен,sezon-peremen,2 980,ONA,5.44
26386,"Забота об одарённой девушке: В престижной школе, полной высококлассных учеников, я буду тайно заботиться о самой красивой девушке (не имеющей никаких жизненных навыков)",zabota-ob-odarennoy-devushke-prestizhnoy-shkole-polnoy-visokoklassnih-uchenikov-ya-budu-tayno-zabotitsya-samoy-krasivoy-devushke,47 405,Сериал,0.00
26385,Инопланетная сцена,inoplanetnaya-stsena,32 708,ONA,8.18
26375,Время Йо-Кай,yo-kai-watch,9 395,Сериал,8.78
26362,Рок-шоу! Легенда о «Shingan Crimsonz»,rok-shou-legenda-shingan-crimsonz,2 230,ONA,5.33
26361,Киборг 009: Возобновление,kiborg-009-vozobnovlenie,4 007,Спешл,6.13
26360,Юнико: Спасая нашу хрупкую Землю,yuniko-spasaya-nashu-hrupkuyu-zemlyu,3 018,Короткометражный фильм,4.25
26359,Рок-шоу! «Plasmagica» после полудня,rok-shou-plasmagica-posle-poludnya,1 813,ONA,3.00
26358,Призрак в доспехах (2026),prizrak-dospehah-2026,21 525,Сериал,0.00
26357,Кумарба 3,kumarba-3,2 776,Малометражный сериал,5.50
26356,"Безжалостная леди Ниа Листон: Единственная в своём роде история воительницы-богоубийцы, перевоплотившейся в болезненную аристократку",kyouran-reijou-nia-liston-byoujaku-reijou-ni-tensei-shita-kamigoroshi-no-bujin-no-karei-naru-musouroku,17 660,Сериал,0.00
26343,Богиня: «Кем хочешь переродиться в другом мире?» — Я: «Ребром героя!»,boginya-kem-hochesh-pereroditsya-v-drugom-mire-ya-rebrom-geroya,238 574,Сериал,7.77
26342,Троецарствие Японии,troecarstvie-yaponii,361 965,Сериал,8.90
26297,"Ты, фейерверки и обещание",ty-feyerverki-i-obeschanie,6 859,Полнометражный фильм,0.00
26296,Небесный полог,nebesnyy-polog,4 318,ONA,0.00
26279,"Вперёд, Анпанман! Пантан и звезда обещания",sore-ike-anpanman-pantan-to-yakusoku-no-hoshi,2 928,Полнометражный фильм,0.00
26278,Под Верхним городом,pod-verhnim-gorodom,5 434,ONA,0.00
26277,Потревожить богов,potrevozhit-bogov,5 846,ONA,0.00
26272,Хочу любить тебя до самой смерти,hochu-lyubit-tebya-do-samoy-smerti,22 265,Сериал,0.00
26271,Сильнейший предок культивации тела в истории,shishang-zui-qiang-lian-ti-lao-zu,45 355,ONA,5.31
26262,"Нет выбора, кроме как предать Землю",net-vybora-krome-kak-predat-zemlyu,4 963,ONA,6.00
26225,Мир танцует,mir-tancuet,7 090,Сериал,0.00
26216,Кайдзю номер восемь: Заключительная глава,kaydzyu-nomer-vosem-zaklyuchitelnaya-glava,49 634,Сериал,0.00
26195,FX Воин Куруми,fx-voin-kurumi,12 174,Сериал,0.00
26174,Человек-бензопила: Наёмные убийцы,chelovek-benzopila-naemnie-ubiytsi,111 313,Сериал,0.00
26153,Медалистка — Фильм,medalistka-film,7 552,Полнометражный фильм,0.00
26152,Восход с нуля,zero-rise,7 642,Сериал,0.00
26151,Рекомендация старшеклассника Ивамото,rekomendaciya-starsheklassnika-ivamoto,9 517,Сериал,0.00
26134,Расхититель гробниц,dogulwang,116 283,Сериал,0.00
26121,Kkokdu,kkokdu,3 871,Полнометражный фильм,0.00
26112,Звёздный десант: Предатель Марса,zvezdniy-desant-predatel-marsa,9 360,Полнометражный фильм,8.00
26107,"Авантюрист, пожирающий демонов: Я единственный, кто становится сильнее, пожирая монстров",avantyurist-pozhirayuschiy-demonov-ya-edinstvennyy-kto-stanovitsya-silnee-pozhiraya-monstrov,463 782,Сериал,2.84
26086,Мост: Мои маленькие друзья,most-moi-malenkie-druzya,2 945,ONA,7.33
26085,Город поп-поп,gorod-pop-pop,3 071,ONA,6.50
26080,Кроссовки и панк,krossovki-i-pank,8 384,ONA,6.93
26078,Богиня благословляет этот прекрасный мир 4,etot-zamechatelnyy-mir-4,54 559,Сериал,0.00
26074,Повелитель тайн: Пасхалки,povelitel-tayn-pashalki,33 048,ONA,7.67
26053,Свадьба светлячков,svadba-svetlyachkov,35 306,Сериал,0.00
26052,"Прохождение параллельного мира вместе с богиней, у которой нет последователей: Слабейший маг среди одноклассников",prohozhdenie-parallelnogo-mira-vmeste-s-boginey-u-kotoroy-net-posledovateley-slabeyshiy-mag-sredi-odnoklassnikov,20 617,Сериал,0.00
26039,Бестия,bestiya,5 411,ONA,6.50
26034,Хорошенькое лекарство: Звёздный детектив,horoshenkoe-lekarstvo-zvezdnyy-detektiv,15 551,Сериал,6.13
26025,У меня нет любовницы! (А может и есть?!) — Спешл,u-menya-net-lyubovnitsi-mozhet-est-2026,58 227,Спешл,8.21
26020,Конфетный кариес,konfetnyy-karies,4 467,Малометражный сериал,6.33
26003,Мастер кулинарии,master-kulinarii,4 056,Сериал,6.33
25990,"Неужели ты думаешь, что кто-то вроде тебя сможет победить повелителя демонов?",neuzheli-ti-dumaesh-chto-kto-to-vrode-tebya-smozhet-pobedit-povelitelya-demonov,335 876,Сериал,6.25
25949,Пламенная страсть монарха,plamennaya-strast-monarha,34 390,ONA,5.83
25924,"Мужчина, лишённый лицензии авантюриста, наслаждается спокойной жизнью, потому что у него есть прекрасная дочь",muzhchina-lishennyy-licenzii-avantyurista-naslazhdaetsya-spokoynoy-zhiznyu-potomu-chto-u-nego-est-prekrasnaya-doch,28 014,Сериал,0.00
25923,"Гениальный целитель, который исцелял в одно мгновение, но был изгнан как бесполезный, теперь наслаждается жизнью в качестве тёмного целителя 2",genialnyy-celitel-kotoryy-iscelyal-v-odno-mgnovenie-no-byl-izgnan-kak-bespoleznyy-teper-naslazhdaetsya-zhiznyu-v-kachestve-temn,63 650,Сериал,0.00
25922,Путешествие Элейны — Фильм,puteshestvie-eleyny-film,18 922,Полнометражный фильм,0.00
25897,Путешествие к бессмертию 5,fanren-xiu-xian-chuan-mu-lan-zhi-zhan,50 386,ONA,0.00
25888,Дракон Раджа 3,long-zu-iii-hei-yue-zhi-chao,41 010,ONA,0.00
25883,Norman the Snowman: Kodomo-tachi no Hitotsuboshi,norman-the-snowman-kodomo-tachi-no-hitotsuboshi,3 065,Полнометражный фильм,0.00
25882,Всезнайка Мэйсаку! (2026),vseznayka-meysaku-2026,2 667,Сериал,0.00
25865,Первая линия,pervaya-liniya,6 031,Короткометражный фильм,8.06
25864,Гэлпиё,gelpie,5 418,Малометражный сериал,5.50
25863,Вехи истории,vehi-istorii,5 752,Сериал,0.00
25850,Госпожа Кагуя: в любви как на войне — Фильм,gospozha-kaguya-v-lyubvi-kak-na-voyne-film,65 466,Полнометражный фильм,0.00
25837,Коготь орла XX,himitsukessha-taka-no-tsume-xx,2 862,ONA,3.25
25804,Ванпанчмен 3 | Часть 2,vanpanchmen-3-chast-2,82 085,Сериал,0.00
25799,Тук на Западе,xibu-de-tuke,5 882,ONA,0.00
25798,Сверхновая звезда,chaoxinxing,8 154,ONA,0.00
25797,Эхо клинка времени,shi-ren-huixiang,5 462,ONA,0.00
25792,Дракон Рури,drakon-ruri,16 591,Сериал,0.00
25779,Код Гиас: Аспал — Звёздный искатель,kod-gias-aspal-zvezdniy-iskatel,35 275,Не важно,0.00
25761,Разгневанная леди поклялась отомстить: Я разрушу свою страну с помощью силы гримуара!,razgnevannaya-ledi-poklyalas-otomstit-ya-razrushu-svoyu-stranu-s-pomoschyu-sily-grimuara,18 241,Сериал,0.00
25749,Нежить и Неудача 2,nezhit-i-neudacha-2,28 529,Сериал,0.00
25740,Эта девушка милая... но опасная?,eta-devushka-milaya-no-opasnaya,30 145,Сериал,0.00
25739,"Где те девушки, что были бы добры к отаку?",gde-te-devushki-chto-byli-by-dobry-k-otaku,646 805,Сериал,8.63
25735,Хоппэ: Тайна королевства Сан и банда чёрных Хоппэ,hoppe-chan-sun-oukoku-to-kuro-hoppedan-no-himitsu,4 042,Сериал,6.14
25731,Сержант Кэроро (2026),serzhant-keroro-2026,2 591,Сериал,0.00
25730,Фермер-аристократ 3: Спецвыпуски,fermer-aristokrat-3-specvypuski,5 925,Спешл,1.00
25726,Сержант Кэроро: Возрождение! Мгновенная угроза гибели Земли!,serzhant-keroro-vozrozhdenie-mgnovennaya-ugroza-gibeli-zemli,2 451,Полнометражный фильм,0.00
25725,Принцесса-волшебница Минки Момо — OVA,mahou-no-princess-minky-momo-ova,2 562,OVA,0.00
25719,"Тише, пожалуйста!",tishe-pozhaluysta,92 307,ONA,7.18
25673,Монстрик Карамелька,monstrik-karamelka,12 518,Сериал,0.00
25668,Грёзы в бездне облаков: Битва при Чжумине,yun-shen-buzhi-meng-special-zhu-ming-zhi-yi,8 047,ONA,0.00
25667,Грёзы в бездне облаков 2,grezy-v-bezdne-oblakov-2,7 769,ONA,0.00
25658,Гачиакута 2,gatiakuta-2,178 331,Сериал,0.00
25645,Площадь,ploschad,16 681,Полнометражный фильм,5.50
25636,Шальной последний босс явился! 2,shalnoy-posledniy-boss-yavilsya-2,30 139,Сериал,0.00
25631,Дни Сакамото 2,dni-sakamoto-2,33 951,Сериал,0.00
25630,Моя геройская академия: Больше,boku-no-hero-academia-more,131 200,Спешл,9.20
